image_index,image_id
1687,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+47
1688,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+135
1689,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+7
1690,TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+6
1691,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+121
1692,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+90
1693,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+217
1694,TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+82
1695,TCGA-OL-A97C-DX1_xmin68058_ymin32495_MPP-0.2500+150
1696,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+3
1697,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+77
1698,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+1
1699,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+242
1700,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+82
1701,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+27
1702,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+52
1703,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+186
1704,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+89
1705,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+10
1706,TCGA-LL-A740-DX1_xmin39436_ymin24080_MPP-0.2500+79
1707,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+199
1708,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+190
1709,TCGA-S3-AA15-DX1_xmin55486_ymin28926_MPP-0.2500+35
1710,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+73
1711,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+249
1712,TCGA-LL-A740-DX1_xmin39436_ymin24080_MPP-0.2500+92
1713,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+280
1714,TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+27
1715,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+152
1716,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+201
1717,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+17
1718,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+46
1719,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+225
1720,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500+26
1721,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+197
1722,TCGA-OL-A66I-DX1_xmin38433_ymin22957_MPP-0.2500+38
1723,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+151
1724,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+193
1725,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+24
1726,TCGA-S3-AA15-DX1_xmin55486_ymin28926_MPP-0.2500+49
1727,TCGA-S3-AA15-DX1_xmin55486_ymin28926_MPP-0.2500+32
1728,TCGA-S3-AA15-DX1_xmin55486_ymin28926_MPP-0.2500+1
1729,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+20
1730,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+153
1731,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+195
1732,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+171
1733,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+33
1734,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+390
1735,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+81
1736,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+344
1737,TCGA-GM-A2DI-DX1_xmin22802_ymin51060_MPP-0.2500+6
1738,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+534
1739,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+64
1740,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+46
1741,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+87
1742,TCGA-S3-AA15-DX1_xmin55486_ymin28926_MPP-0.2500+52
1743,TCGA-LL-A740-DX1_xmin39436_ymin24080_MPP-0.2500+57
1744,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+273
1745,TCGA-LL-A5YO-DX1_xmin36631_ymin44396_MPP-0.2500+46
1746,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+301
1747,TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+43
1748,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+0
1749,TCGA-LL-A740-DX1_xmin39436_ymin24080_MPP-0.2500+120
1750,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+522
1751,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+81
1752,TCGA-LL-A740-DX1_xmin39436_ymin24080_MPP-0.2500+109
1753,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+289
1754,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+38
1755,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+495
1756,TCGA-GM-A2DI-DX1_xmin22802_ymin51060_MPP-0.2500+7
1757,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+51
1758,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+39
1759,TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+3
1760,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+123
1761,TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+5
1762,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+300
1763,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+176
1764,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+508
1765,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+162
1766,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+74
1767,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+167
1768,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+292
1769,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+311
1770,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+410
1771,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+234
1772,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+100
1773,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500+32
1774,TCGA-S3-AA15-DX1_xmin55486_ymin28926_MPP-0.2500+46
1775,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+36
1776,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+86
1777,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+34
1778,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+11
1779,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+178
1780,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+102
1781,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+297
1782,TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+14
1783,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+97
1784,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+162
1785,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+210
1786,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+29
1787,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+343
1788,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+163
1789,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+164
1790,TCGA-OL-A97C-DX1_xmin68058_ymin32495_MPP-0.2500+133
1791,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+48
1792,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+271
1793,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+132
1794,TCGA-OL-A66I-DX1_xmin38433_ymin22957_MPP-0.2500+40
1795,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+86
1796,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+101
1797,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+457
1798,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+393
1799,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+88
1800,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+135
1801,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+284
1802,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+228
1803,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+14
1804,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+213
1805,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+62
1806,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+31
1807,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+181
1808,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+246
1809,TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+64
1810,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+98
1811,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+373
1812,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+142
1813,TCGA-LL-A740-DX1_xmin39436_ymin24080_MPP-0.2500+116
1814,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+67
1815,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+221
1816,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+23
1817,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+431
1818,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+244
1819,TCGA-S3-AA15-DX1_xmin55486_ymin28926_MPP-0.2500+34
1820,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+55
1821,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+29
1822,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+358
1823,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+435
1824,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+194
1825,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+378
1826,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+33
1827,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+57
1828,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+278
1829,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+71
1830,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+7
1831,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+75
1832,TCGA-LL-A5YO-DX1_xmin36631_ymin44396_MPP-0.2500+57
1833,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+51
1834,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+80
1835,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+207
1836,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+20
1837,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+65
1838,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+63
1839,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+55
1840,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+73
1841,TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+0
1842,TCGA-LL-A740-DX1_xmin39436_ymin24080_MPP-0.2500+44
1843,TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+34
1844,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+82
1845,TCGA-LL-A5YO-DX1_xmin36631_ymin44396_MPP-0.2500+89
1846,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+211
1847,TCGA-LL-A73Y-DX1_xmin68117_ymin49445_MPP-0.2500+19
1848,TCGA-LL-A740-DX1_xmin39436_ymin24080_MPP-0.2500+17
1849,TCGA-LL-A5YO-DX1_xmin36631_ymin44396_MPP-0.2500+17
1850,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+210
1851,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+16
1852,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+455
1853,TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+57
1854,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+24
1855,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+189
1856,TCGA-LL-A5YO-DX1_xmin36631_ymin44396_MPP-0.2500+1
1857,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+118
1858,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+355
1859,TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+41
1860,TCGA-OL-A66I-DX1_xmin38433_ymin22957_MPP-0.2500+35
1861,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+28
1862,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+337
1863,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+195
1864,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500+25
1865,TCGA-LL-A73Y-DX1_xmin68117_ymin49445_MPP-0.2500+27
1866,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+167
1867,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+417
1868,TCGA-S3-AA15-DX1_xmin55486_ymin28926_MPP-0.2500+24
1869,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+58
1870,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+158
1871,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+156
1872,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+107
1873,TCGA-LL-A740-DX1_xmin39436_ymin24080_MPP-0.2500+91
1874,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+41
1875,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+32
1876,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+55
1877,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+45
1878,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+146
1879,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+161
1880,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+488
1881,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+107
1882,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+253
1883,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+27
1884,TCGA-OL-A97C-DX1_xmin68058_ymin32495_MPP-0.2500+108
1885,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+99
1886,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+66
1887,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+3
1888,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+136
1889,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+19
1890,TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+46
1891,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+247
1892,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+129
1893,TCGA-OL-A97C-DX1_xmin68058_ymin32495_MPP-0.2500+161
1894,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+27
1895,TCGA-LL-A73Y-DX1_xmin68117_ymin49445_MPP-0.2500+32
1896,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+302
1897,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+124
1898,TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+41
1899,TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+4
1900,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+131
1901,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+32
1902,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+191
1903,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+76
1904,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+71
1905,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+125
1906,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+34
1907,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+165
1908,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+224
1909,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+359
1910,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+1
1911,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+70
1912,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+160
1913,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+71
1914,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+153
1915,TCGA-LL-A740-DX1_xmin39436_ymin24080_MPP-0.2500+22
1916,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+126
1917,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+2
1918,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+358
1919,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+63
1920,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+454
1921,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+96
1922,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+202
1923,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+154
1924,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+19
1925,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+158
1926,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+181
1927,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+279
1928,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+48
1929,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+220
1930,TCGA-OL-A97C-DX1_xmin68058_ymin32495_MPP-0.2500+47
1931,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+173
1932,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+22
1933,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+57
1934,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+97
1935,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+33
1936,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+114
1937,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+12
1938,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+33
1939,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+17
1940,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+108
1941,TCGA-LL-A73Y-DX1_xmin68117_ymin49445_MPP-0.2500+13
1942,TCGA-OL-A66I-DX1_xmin38433_ymin22957_MPP-0.2500+17
1943,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+187
1944,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+17
1945,TCGA-OL-A97C-DX1_xmin68058_ymin32495_MPP-0.2500+82
1946,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+64
1947,TCGA-LL-A740-DX1_xmin39436_ymin24080_MPP-0.2500+58
1948,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+9
1949,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+98
1950,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+199
1951,TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+74
1952,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+6
1953,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+481
1954,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+69
1955,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+121
1956,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+26
1957,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+32
1958,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+22
1959,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+317
1960,TCGA-OL-A5RW-DX1_xmin5772_ymin6839_MPP-0.2500+10
1961,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+514
1962,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+35
1963,TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+79
1964,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+466
1965,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+380
1966,TCGA-LL-A740-DX1_xmin39436_ymin24080_MPP-0.2500+108
1967,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+396
1968,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+164
1969,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+103
1970,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+128
1971,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+177
1972,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+99
1973,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+165
1974,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+72
1975,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+120
1976,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+196
1977,TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+20
1978,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+161
1979,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+357
1980,TCGA-LL-A5YO-DX1_xmin36631_ymin44396_MPP-0.2500+47
1981,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+476
1982,TCGA-OL-A5RW-DX1_xmin5772_ymin6839_MPP-0.2500+5
1983,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500+38
1984,TCGA-LL-A5YO-DX1_xmin36631_ymin44396_MPP-0.2500+28
1985,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+58
1986,TCGA-LL-A5YO-DX1_xmin36631_ymin44396_MPP-0.2500+65
1987,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+461
1988,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+109
1989,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+229
1990,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+141
1991,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+100
1992,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+65
1993,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+168
1994,TCGA-OL-A97C-DX1_xmin68058_ymin32495_MPP-0.2500+0
1995,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+203
1996,TCGA-S3-AA15-DX1_xmin55486_ymin28926_MPP-0.2500+40
1997,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+160
1998,TCGA-LL-A5YO-DX1_xmin36631_ymin44396_MPP-0.2500+7
1999,TCGA-LL-A5YO-DX1_xmin36631_ymin44396_MPP-0.2500+21
2000,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+114
2001,TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+19
2002,TCGA-LL-A73Y-DX1_xmin68117_ymin49445_MPP-0.2500+35
2003,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+276
2004,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+394
2005,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+75
2006,TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+44
2007,TCGA-OL-A97C-DX1_xmin68058_ymin32495_MPP-0.2500+157
2008,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+92
2009,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+483
2010,TCGA-LL-A740-DX1_xmin39436_ymin24080_MPP-0.2500+43
2011,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+194
2012,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+50
2013,TCGA-OL-A97C-DX1_xmin68058_ymin32495_MPP-0.2500+86
