token_index,image_index,image_id,slide_id,region_id,component_id,base_predicted_class,gt_majority_class,purity,taxonomy,region_area,core_area,rim_area,empty_core,empty_rim,common_support,whole_dispersion,core_dispersion,rim_dispersion,core_rim_discrepancy,gt_pixels_0,gt_pixels_1,gt_pixels_2,gt_pixels_3,gt_pixels_4
3014,1152,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+27,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+27:1:1,1,1,1,0.5982142857142857,Mixed,784,588,196,False,False,True,0.0751270279288292,0.04812195897102356,0.08053682744503021,0.08667027950286865,0,469,0,0,315
3015,1153,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+270,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+270:0:1,1,0,0,1.0,Type-A,436,312,124,False,False,True,0.08861307799816132,0.0685170590877533,0.125404953956604,0.022067904472351074,436,0,0,0,0
3016,1153,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+270,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+270:1:1,1,1,1,0.6852941176470588,Mixed,340,252,88,False,False,True,0.06834253668785095,0.04172870144248009,0.09265028685331345,0.07436972856521606,107,233,0,0,0
3017,1153,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+270,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+270:1:2,2,1,0,1.0,Type-B,8,2,6,False,False,True,0.0492476150393486,0.011494338512420654,0.052369147539138794,0.04034614562988281,8,0,0,0,0
3018,1154,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+271,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+271:0:1,1,0,0,1.0,Type-A,784,588,196,False,False,True,0.09823425114154816,0.06986831873655319,0.14137069880962372,0.06437885761260986,784,0,0,0,0
3019,1155,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+272,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+272:0:1,1,0,0,0.9840182648401826,Type-A,438,301,137,False,False,True,0.07548937201499939,0.056404177099466324,0.10413924604654312,0.022018849849700928,431,7,0,0,0
3020,1155,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+272,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+272:1:1,1,1,0,0.5714285714285714,Mixed,28,10,18,False,False,True,0.08719614893198013,0.06074356287717819,0.08177885413169861,0.05906146764755249,16,12,0,0,0
3021,1155,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+272,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+272:1:2,2,1,0,0.5314465408805031,Mixed,318,215,103,False,False,True,0.09264649450778961,0.06997296214103699,0.12145432084798813,0.03344970941543579,169,149,0,0,0
3022,1156,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+273,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+273:1:1,1,1,1,0.7538265306122449,Mixed,784,588,196,False,False,True,0.0913446769118309,0.06653876602649689,0.12890805304050446,0.0525704026222229,193,591,0,0,0
3023,1157,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+274,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+274:1:1,1,1,1,1.0,Type-A,783,586,197,False,False,True,0.06487621366977692,0.04005782678723335,0.10586854070425034,0.04708606004714966,0,783,0,0,0
3024,1158,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+275,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+275:1:1,1,1,1,0.7742346938775511,Mixed,784,588,196,False,False,True,0.06736325472593307,0.04550493508577347,0.09947052597999573,0.04451584815979004,0,607,0,0,177
3025,1159,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+276,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+276:1:1,1,1,1,0.8367346938775511,Type-A,784,588,196,False,False,True,0.0849633514881134,0.06261886656284332,0.11915480345487595,0.04475802183151245,0,656,0,0,128
3026,1160,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+277,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+277:1:1,1,1,1,1.0,Type-A,784,588,196,False,False,True,0.06108517199754715,0.04414646700024605,0.09276711940765381,0.026709556579589844,0,784,0,0,0
3027,1161,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+278,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+278:1:1,1,1,1,1.0,Type-A,784,588,196,False,False,True,0.05451202765107155,0.03612375259399414,0.09094525128602982,0.025799274444580078,0,784,0,0,0
3028,1162,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+279,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+279:1:1,1,1,1,0.9387755102040817,Type-A,784,588,196,False,False,True,0.08678741753101349,0.05694538727402687,0.11965149641036987,0.09089434146881104,48,736,0,0,0
3029,1163,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+28,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+28:1:1,1,1,1,0.9872448979591837,Type-A,784,588,196,False,False,True,0.038352660834789276,0.025254571810364723,0.05900388956069946,0.027299344539642334,0,774,0,0,10
3030,1164,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+280,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+280:1:1,1,1,1,1.0,Type-A,784,588,196,False,False,True,0.05286890268325806,0.03189067915081978,0.08365849405527115,0.04676198959350586,0,784,0,0,0
3031,1165,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+281,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+281:1:1,1,1,1,1.0,Type-A,784,588,196,False,False,True,0.0311847236007452,0.02203911729156971,0.047319527715444565,0.01642024517059326,0,784,0,0,0
3032,1166,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+282,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+282:1:1,1,1,1,1.0,Type-A,784,588,196,False,False,True,0.0681336522102356,0.039212677627801895,0.1076141744852066,0.059891343116760254,0,784,0,0,0
3033,1167,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+283,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+283:0:1,1,0,1,1.0,Type-B,58,26,32,False,False,True,0.08394177258014679,0.06213577091693878,0.09298287332057953,0.023044288158416748,0,58,0,0,0
3034,1167,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+283,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+283:0:2,2,0,0,0.9870550161812298,Type-A,309,211,98,False,False,True,0.07792628556489944,0.058304693549871445,0.1040276288986206,0.027662932872772217,305,4,0,0,0
3035,1167,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+283,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+283:1:1,1,1,1,0.7865707434052758,Mixed,417,300,117,False,False,True,0.06763039529323578,0.052445027977228165,0.08258131146430969,0.036736130714416504,89,328,0,0,0
3036,1168,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+284,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+284:0:1,1,0,0,0.9961734693877551,Type-A,784,588,196,False,False,True,0.09186655282974243,0.06377769261598587,0.14635595679283142,0.041483521461486816,781,3,0,0,0
3037,1169,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+285,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+285:0:1,1,0,0,0.8456014362657092,Type-A,557,407,150,False,False,True,0.07423635572195053,0.056731075048446655,0.10541782528162003,0.024690210819244385,471,6,0,0,80
3038,1169,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+285,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+285:1:1,1,1,1,0.8778280542986425,Type-A,221,150,71,False,False,True,0.06797058135271072,0.05056573450565338,0.08940455317497253,0.023727774620056152,27,194,0,0,0
3039,1169,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+285,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+285:1:2,2,1,4,1.0,Type-B,6,1,5,False,False,True,0.04175065830349922,-1.1920928955078125e-07,0.04366182163357735,0.043242692947387695,0,0,0,0,6
3040,1170,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+286,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+286:0:1,1,0,0,0.9872448979591837,Type-A,784,588,196,False,False,True,0.07842708379030228,0.06225568428635597,0.11501897871494293,0.01841515302658081,774,0,0,0,10
3041,1171,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+287,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+287:0:1,1,0,0,0.7410714285714286,Mixed,784,588,196,False,False,True,0.12758496403694153,0.0909571647644043,0.15046902000904083,0.12032651901245117,581,34,0,0,169
3042,1172,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+288,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+288:0:1,1,0,0,0.8910569105691057,Type-A,615,445,170,False,False,True,0.07895922660827637,0.0586247555911541,0.11506295204162598,0.026698946952819824,548,67,0,0,0
3043,1172,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+288,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+288:1:1,1,1,1,0.71875,Mixed,32,11,21,False,False,True,0.07984113693237305,0.0662531778216362,0.0806363970041275,0.019953250885009766,9,23,0,0,0
3044,1172,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+288,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+288:1:3,3,1,1,0.8455882352941176,Type-A,136,96,40,False,False,True,0.07745835185050964,0.053651902824640274,0.07750777900218964,0.0869894027709961,21,115,0,0,0
3045,1173,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+289,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+289:1:1,1,1,1,0.9948979591836735,Type-A,784,588,196,False,False,True,0.07073245942592621,0.046101901680231094,0.10689356923103333,0.05511116981506348,4,780,0,0,0
3046,1174,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+29,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+29:1:1,1,1,1,1.0,Type-A,784,588,196,False,False,True,0.037740558385849,0.02453751116991043,0.058609358966350555,0.02774178981781006,0,784,0,0,0
3047,1175,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+290,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+290:1:1,1,1,1,0.923469387755102,Type-A,784,588,196,False,False,True,0.0692392885684967,0.04183901846408844,0.10429038107395172,0.06291824579238892,60,724,0,0,0
3048,1176,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+291,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+291:1:1,1,1,1,0.9693877551020408,Type-A,784,588,196,False,False,True,0.0580441914498806,0.04257887229323387,0.08875370025634766,0.022935211658477783,0,760,0,0,24
3049,1177,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+292,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+292:1:1,1,1,1,1.0,Type-A,784,588,196,False,False,True,0.05109178647398949,0.034636594355106354,0.08013926446437836,0.03053814172744751,0,784,0,0,0
3050,1178,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+293,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+293:1:1,1,1,1,1.0,Type-A,783,587,196,False,False,True,0.06347768008708954,0.04779079928994179,0.09467564523220062,0.024372100830078125,0,783,0,0,0
3051,1179,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+294,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+294:1:1,1,1,1,1.0,Type-A,784,588,196,False,False,True,0.06509306281805038,0.04635201022028923,0.10242053121328354,0.026598751544952393,0,784,0,0,0
3052,1180,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+295,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+295:1:1,1,1,1,1.0,Type-A,784,588,196,False,False,True,0.05464012920856476,0.033997222781181335,0.09310393780469894,0.03440451622009277,0,784,0,0,0
3053,1181,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+296,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+296:1:1,1,1,1,0.9846938775510204,Type-A,784,588,196,False,False,True,0.04864778369665146,0.03253098204731941,0.0809120237827301,0.02366316318511963,12,772,0,0,0
3054,1182,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+297,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+297:0:1,1,0,0,0.9788359788359788,Type-A,378,256,122,False,False,True,0.0960257425904274,0.0694090873003006,0.1363544911146164,0.02744823694229126,370,8,0,0,0
3055,1182,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+297,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+297:1:1,1,1,1,0.8571428571428571,Type-A,406,291,115,False,False,True,0.054030656814575195,0.039243921637535095,0.07150696218013763,0.02606147527694702,58,348,0,0,0
3056,1183,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+298,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+298:0:1,1,0,0,0.9917898193760263,Type-A,609,449,160,False,False,True,0.07367067784070969,0.05673298239707947,0.10608287900686264,0.02358710765838623,604,5,0,0,0
3057,1183,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+298,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+298:1:1,1,1,1,0.6685714285714286,Mixed,175,118,57,False,False,True,0.09005975723266602,0.07023503631353378,0.09573576599359512,0.053061068058013916,58,117,0,0,0
3058,1184,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+299,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+299:0:1,1,0,0,0.9897959183673469,Type-A,784,588,196,False,False,True,0.08946415781974792,0.06847358494997025,0.13115736842155457,0.03513383865356445,776,8,0,0,0
3059,1185,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+3,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+3:1:1,1,1,1,1.0,Type-A,783,587,196,False,False,True,0.09824611991643906,0.0748230516910553,0.13655085861682892,0.04847276210784912,0,783,0,0,0
3060,1186,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+30,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+30:0:1,1,0,0,0.6818181818181818,Mixed,22,6,16,False,False,True,0.0743890255689621,0.04464402794837952,0.07290178537368774,0.0488429069519043,15,7,0,0,0
3061,1186,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+30,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+30:1:1,1,1,1,0.5452961672473867,Mixed,574,395,179,False,False,True,0.06704579293727875,0.04626777768135071,0.09739754348993301,0.02352166175842285,14,313,247,0,0
3062,1186,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+30,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+30:1:2,2,1,2,1.0,Type-B,6,0,6,True,False,False,0.056662559509277344,,0.056662559509277344,,0,0,6,0,0
3063,1186,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+30,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+30:2:1,1,2,1,1.0,Type-B,3,0,3,True,False,False,0.013354222290217876,,0.013354222290217876,,0,3,0,0,0
3064,1186,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+30,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+30:2:2,2,2,2,1.0,Type-A,179,93,86,False,False,True,0.04907320439815521,0.03271377086639404,0.06390774250030518,0.005347132682800293,0,0,179,0,0
3065,1187,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+300,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+300:0:1,1,0,4,0.5235294117647059,Mixed,170,110,60,False,False,True,0.09906724095344543,0.08106367290019989,0.11907629668712616,0.021034598350524902,4,77,0,0,89
3066,1187,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+300,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+300:0:2,2,0,0,0.8531073446327684,Type-A,177,104,73,False,False,True,0.08579742163419724,0.06946104019880295,0.10292743146419525,0.011397004127502441,151,15,0,0,11
3067,1187,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+300,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+300:1:1,1,1,1,0.7688787185354691,Mixed,437,294,143,False,False,True,0.09325988590717316,0.0708141103386879,0.11290227621793747,0.0426408052444458,25,336,0,0,76
3068,1188,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+301,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+301:0:1,1,0,0,0.7816901408450704,Mixed,568,410,158,False,False,True,0.09362860023975372,0.07223135977983475,0.1254734992980957,0.03589522838592529,444,42,0,0,82
3069,1188,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+301,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+301:1:1,1,1,1,0.7058823529411765,Mixed,204,143,61,False,False,True,0.08788089454174042,0.0630154088139534,0.09616255015134811,0.08298397064208984,27,144,0,0,33
3070,1188,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+301,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+301:1:2,2,1,4,1.0,Type-B,12,3,9,False,False,True,0.07812947779893875,0.016151586547493935,0.07794749736785889,0.08705765008926392,0,0,0,0,12
3071,1189,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+302,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+302:0:1,1,0,0,0.5473251028806584,Mixed,486,346,140,False,False,True,0.09623211622238159,0.07321279495954514,0.12982919812202454,0.032245516777038574,266,66,0,0,154
3072,1189,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+302,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+302:1:1,1,1,4,1.0,Type-B,5,0,5,True,False,False,0.047351669520139694,,0.047351669520139694,,0,0,0,0,5
3073,1189,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+302,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+302:1:2,2,1,1,0.5931372549019608,Mixed,204,131,73,False,False,True,0.11872470378875732,0.09049607813358307,0.1393854320049286,0.05185216665267944,2,121,0,0,81
3074,1189,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+302,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+302:1:3,3,1,4,1.0,Type-B,2,0,2,True,False,False,0.016025304794311523,,0.016025304794311523,,0,0,0,0,2
3075,1189,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+302,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+302:1:4,4,1,4,0.5287356321839081,Mixed,87,50,37,False,False,True,0.09478438645601273,0.08069021999835968,0.09764544665813446,0.029697299003601074,0,41,0,0,46
3076,1190,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+303,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+303:0:1,1,0,0,0.819047619047619,Type-A,105,57,48,False,False,True,0.0910966768860817,0.06919769942760468,0.10669276118278503,0.02072697877883911,86,19,0,0,0
3077,1190,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+303,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+303:0:2,2,0,0,0.7068062827225131,Mixed,191,109,82,False,False,True,0.0867367684841156,0.06230444833636284,0.10712665319442749,0.026141107082366943,135,56,0,0,0
3078,1190,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+303,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+303:1:1,1,1,1,0.9074074074074074,Type-A,486,332,154,False,False,True,0.08480290323495865,0.06707873940467834,0.10445893555879593,0.028044581413269043,45,441,0,0,0
3079,1190,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+303,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+303:1:2,2,1,1,1.0,Type-A,2,0,2,True,False,False,0.01551508903503418,,0.01551508903503418,,0,2,0,0,0
3080,1191,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+304,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+304:1:1,1,1,1,0.7806122448979592,Mixed,784,588,196,False,False,True,0.08374322950839996,0.06334635615348816,0.1190044954419136,0.03676331043243408,172,612,0,0,0
3081,1192,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+305,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+305:1:1,1,1,1,0.7423469387755102,Mixed,784,588,196,False,False,True,0.10525674372911453,0.07011418789625168,0.13913652300834656,0.10114192962646484,202,582,0,0,0
3082,1193,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+306,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+306:1:1,1,1,1,0.46938775510204084,Mixed,784,588,196,False,False,True,0.10266304016113281,0.07743174582719803,0.14020146429538727,0.05753040313720703,196,368,0,0,220
3083,1194,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+307,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+307:1:1,1,1,1,0.8137755102040817,Type-A,784,588,196,False,False,True,0.08808143436908722,0.060722772032022476,0.1269880086183548,0.0635949969291687,0,638,0,0,146
3084,1195,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+308,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+308:1:1,1,1,1,0.7755102040816326,Mixed,784,588,196,False,False,True,0.04656235873699188,0.03429108113050461,0.07478832453489304,0.015284359455108643,0,608,0,0,176
3085,1196,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+309,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+309:1:1,1,1,1,1.0,Type-A,784,588,196,False,False,True,0.04197174683213234,0.027511639520525932,0.07321134209632874,0.019297003746032715,0,784,0,0,0
3086,1197,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+31,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+31:1:1,1,1,2,0.6343042071197411,Mixed,309,162,147,False,False,True,0.11812777072191238,0.08344180136919022,0.15243016183376312,0.008094191551208496,0,113,196,0,0
3087,1197,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+31,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+31:2:1,1,2,2,1.0,Type-A,473,316,157,False,False,True,0.032771166414022446,0.019886517897248268,0.04911797121167183,0.015314936637878418,0,0,473,0,0
3088,1197,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+31,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+31:2:2,2,2,2,1.0,Type-A,2,0,2,True,False,False,0.00602036714553833,,0.00602036714553833,,0,0,2,0,0
3089,1198,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+310,TCGA-GM-A2DD-DX1,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+310:1:1,1,1,1,1.0,Type-A,784,588,196,False,False,True,0.05269952118396759,0.03089669905602932,0.09294695407152176,0.029752671718597412,0,784,0,0,0
