image_index,image_id,slide_id,region_count
1769,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+118,TCGA-GM-A3XL-DX1,1
1770,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+119,TCGA-GM-A3XL-DX1,1
1771,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+12,TCGA-GM-A3XL-DX1,1
1772,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+120,TCGA-GM-A3XL-DX1,1
1773,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+121,TCGA-GM-A3XL-DX1,1
1774,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+122,TCGA-GM-A3XL-DX1,1
1775,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+123,TCGA-GM-A3XL-DX1,1
1776,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+124,TCGA-GM-A3XL-DX1,1
1777,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+125,TCGA-GM-A3XL-DX1,2
1778,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+126,TCGA-GM-A3XL-DX1,1
1779,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+127,TCGA-GM-A3XL-DX1,2
1780,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+128,TCGA-GM-A3XL-DX1,1
1781,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+129,TCGA-GM-A3XL-DX1,1
1782,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+13,TCGA-GM-A3XL-DX1,1
1783,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+130,TCGA-GM-A3XL-DX1,1
1784,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+131,TCGA-GM-A3XL-DX1,1
1785,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+132,TCGA-GM-A3XL-DX1,1
1786,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+133,TCGA-GM-A3XL-DX1,1
1787,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+134,TCGA-GM-A3XL-DX1,1
1788,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+135,TCGA-GM-A3XL-DX1,1
1789,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+136,TCGA-GM-A3XL-DX1,1
1790,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+137,TCGA-GM-A3XL-DX1,1
1791,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+138,TCGA-GM-A3XL-DX1,3
1792,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+139,TCGA-GM-A3XL-DX1,2
1793,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+14,TCGA-GM-A3XL-DX1,1
1794,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+140,TCGA-GM-A3XL-DX1,3
1795,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+141,TCGA-GM-A3XL-DX1,1
1796,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+142,TCGA-GM-A3XL-DX1,1
1797,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+143,TCGA-GM-A3XL-DX1,1
1798,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+144,TCGA-GM-A3XL-DX1,1
1799,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+145,TCGA-GM-A3XL-DX1,1
1800,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+146,TCGA-GM-A3XL-DX1,1
1801,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+147,TCGA-GM-A3XL-DX1,1
1802,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+148,TCGA-GM-A3XL-DX1,1
1803,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+149,TCGA-GM-A3XL-DX1,1
1804,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+15,TCGA-GM-A3XL-DX1,1
1805,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+150,TCGA-GM-A3XL-DX1,1
1806,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+151,TCGA-GM-A3XL-DX1,1
1807,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+152,TCGA-GM-A3XL-DX1,2
1808,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+153,TCGA-GM-A3XL-DX1,5
1809,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+154,TCGA-GM-A3XL-DX1,1
1810,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+155,TCGA-GM-A3XL-DX1,1
1811,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+156,TCGA-GM-A3XL-DX1,5
1812,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+157,TCGA-GM-A3XL-DX1,5
1813,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+158,TCGA-GM-A3XL-DX1,1
1814,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+159,TCGA-GM-A3XL-DX1,1
1815,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+16,TCGA-GM-A3XL-DX1,1
1816,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+160,TCGA-GM-A3XL-DX1,1
1817,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+161,TCGA-GM-A3XL-DX1,1
1818,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+162,TCGA-GM-A3XL-DX1,1
1819,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+163,TCGA-GM-A3XL-DX1,1
1820,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+164,TCGA-GM-A3XL-DX1,1
1821,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+165,TCGA-GM-A3XL-DX1,3
1822,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+166,TCGA-GM-A3XL-DX1,1
1823,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+167,TCGA-GM-A3XL-DX1,1
1824,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+168,TCGA-GM-A3XL-DX1,1
1825,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+169,TCGA-GM-A3XL-DX1,4
1826,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+17,TCGA-GM-A3XL-DX1,1
1827,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+170,TCGA-GM-A3XL-DX1,4
1828,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+171,TCGA-GM-A3XL-DX1,1
1829,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+172,TCGA-GM-A3XL-DX1,1
1830,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+173,TCGA-GM-A3XL-DX1,1
1831,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+174,TCGA-GM-A3XL-DX1,1
1832,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+175,TCGA-GM-A3XL-DX1,1
1833,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+176,TCGA-GM-A3XL-DX1,1
1834,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+177,TCGA-GM-A3XL-DX1,1
1835,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+178,TCGA-GM-A3XL-DX1,3
1836,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+179,TCGA-GM-A3XL-DX1,1
1837,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+18,TCGA-GM-A3XL-DX1,1
1838,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+180,TCGA-GM-A3XL-DX1,1
1839,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+181,TCGA-GM-A3XL-DX1,1
1840,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+182,TCGA-GM-A3XL-DX1,3
1841,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+183,TCGA-GM-A3XL-DX1,1
1842,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+184,TCGA-GM-A3XL-DX1,4
1843,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+185,TCGA-GM-A3XL-DX1,1
1844,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+186,TCGA-GM-A3XL-DX1,1
1845,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+187,TCGA-GM-A3XL-DX1,1
1846,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+188,TCGA-GM-A3XL-DX1,1
1847,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+189,TCGA-GM-A3XL-DX1,1
1848,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+19,TCGA-GM-A3XL-DX1,1
1849,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+190,TCGA-GM-A3XL-DX1,1
1850,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+191,TCGA-GM-A3XL-DX1,1
1851,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+192,TCGA-GM-A3XL-DX1,1
1852,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+193,TCGA-GM-A3XL-DX1,1
1853,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+194,TCGA-GM-A3XL-DX1,1
1854,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+195,TCGA-GM-A3XL-DX1,1
1855,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+196,TCGA-GM-A3XL-DX1,1
1856,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+197,TCGA-GM-A3XL-DX1,1
1857,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+198,TCGA-GM-A3XL-DX1,1
1858,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+199,TCGA-GM-A3XL-DX1,1
1859,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+2,TCGA-GM-A3XL-DX1,1
1860,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+20,TCGA-GM-A3XL-DX1,1
1861,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+200,TCGA-GM-A3XL-DX1,1
1862,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+201,TCGA-GM-A3XL-DX1,1
1863,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+202,TCGA-GM-A3XL-DX1,5
1864,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+203,TCGA-GM-A3XL-DX1,2
1865,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+204,TCGA-GM-A3XL-DX1,2
1866,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+205,TCGA-GM-A3XL-DX1,2
1867,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+206,TCGA-GM-A3XL-DX1,2
1868,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+207,TCGA-GM-A3XL-DX1,2
1869,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+208,TCGA-GM-A3XL-DX1,2
1870,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+209,TCGA-GM-A3XL-DX1,3
1871,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+21,TCGA-GM-A3XL-DX1,3
1872,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+210,TCGA-GM-A3XL-DX1,2
1873,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+211,TCGA-GM-A3XL-DX1,1
1874,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+212,TCGA-GM-A3XL-DX1,1
1875,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+213,TCGA-GM-A3XL-DX1,1
1876,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+214,TCGA-GM-A3XL-DX1,4
1877,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+215,TCGA-GM-A3XL-DX1,1
1878,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+216,TCGA-GM-A3XL-DX1,2
1879,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+217,TCGA-GM-A3XL-DX1,1
1880,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+218,TCGA-GM-A3XL-DX1,1
1881,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+219,TCGA-GM-A3XL-DX1,1
1882,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+22,TCGA-GM-A3XL-DX1,4
1883,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+220,TCGA-GM-A3XL-DX1,1
1884,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+221,TCGA-GM-A3XL-DX1,1
1885,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+222,TCGA-GM-A3XL-DX1,1
1886,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+223,TCGA-GM-A3XL-DX1,3
1887,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+224,TCGA-GM-A3XL-DX1,1
1888,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+225,TCGA-GM-A3XL-DX1,3
1889,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+226,TCGA-GM-A3XL-DX1,1
1890,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+227,TCGA-GM-A3XL-DX1,2
1891,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+228,TCGA-GM-A3XL-DX1,4
1892,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+229,TCGA-GM-A3XL-DX1,7
1893,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+23,TCGA-GM-A3XL-DX1,1
1894,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+230,TCGA-GM-A3XL-DX1,6
1895,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+231,TCGA-GM-A3XL-DX1,5
1896,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+232,TCGA-GM-A3XL-DX1,2
1897,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+233,TCGA-GM-A3XL-DX1,8
1898,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+234,TCGA-GM-A3XL-DX1,4
1899,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+235,TCGA-GM-A3XL-DX1,1
1900,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+236,TCGA-GM-A3XL-DX1,5
1901,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+237,TCGA-GM-A3XL-DX1,1
1902,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+238,TCGA-GM-A3XL-DX1,3
1903,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+24,TCGA-GM-A3XL-DX1,1
1904,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+25,TCGA-GM-A3XL-DX1,1
1905,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+26,TCGA-GM-A3XL-DX1,2
1906,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+27,TCGA-GM-A3XL-DX1,3
1907,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+28,TCGA-GM-A3XL-DX1,3
1908,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+29,TCGA-GM-A3XL-DX1,2
1909,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+3,TCGA-GM-A3XL-DX1,2
1910,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+30,TCGA-GM-A3XL-DX1,1
1911,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+31,TCGA-GM-A3XL-DX1,1
1912,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+32,TCGA-GM-A3XL-DX1,1
1913,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+33,TCGA-GM-A3XL-DX1,2
1914,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+34,TCGA-GM-A3XL-DX1,1
1915,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+35,TCGA-GM-A3XL-DX1,1
1916,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+36,TCGA-GM-A3XL-DX1,3
1917,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+37,TCGA-GM-A3XL-DX1,2
1918,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+38,TCGA-GM-A3XL-DX1,1
1919,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+39,TCGA-GM-A3XL-DX1,2
1920,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+4,TCGA-GM-A3XL-DX1,2
1921,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+40,TCGA-GM-A3XL-DX1,2
1922,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+41,TCGA-GM-A3XL-DX1,3
1923,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+42,TCGA-GM-A3XL-DX1,3
1924,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+43,TCGA-GM-A3XL-DX1,2
1925,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+44,TCGA-GM-A3XL-DX1,1
1926,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+45,TCGA-GM-A3XL-DX1,1
1927,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+46,TCGA-GM-A3XL-DX1,3
1928,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+47,TCGA-GM-A3XL-DX1,1
1929,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+48,TCGA-GM-A3XL-DX1,1
1930,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+49,TCGA-GM-A3XL-DX1,1
1931,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+5,TCGA-GM-A3XL-DX1,1
1932,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+50,TCGA-GM-A3XL-DX1,1
1933,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+51,TCGA-GM-A3XL-DX1,3
1934,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+52,TCGA-GM-A3XL-DX1,3
1935,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+53,TCGA-GM-A3XL-DX1,2
1936,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+54,TCGA-GM-A3XL-DX1,4
1937,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+55,TCGA-GM-A3XL-DX1,4
1938,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+56,TCGA-GM-A3XL-DX1,1
1939,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+57,TCGA-GM-A3XL-DX1,1
1940,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+58,TCGA-GM-A3XL-DX1,1
1941,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+59,TCGA-GM-A3XL-DX1,1
1942,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+6,TCGA-GM-A3XL-DX1,2
1943,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+60,TCGA-GM-A3XL-DX1,3
1944,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+61,TCGA-GM-A3XL-DX1,3
1945,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+62,TCGA-GM-A3XL-DX1,1
1946,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+63,TCGA-GM-A3XL-DX1,1
1947,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+64,TCGA-GM-A3XL-DX1,1
1948,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+65,TCGA-GM-A3XL-DX1,4
1949,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+66,TCGA-GM-A3XL-DX1,3
1950,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+67,TCGA-GM-A3XL-DX1,2
1951,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+68,TCGA-GM-A3XL-DX1,1
1952,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+69,TCGA-GM-A3XL-DX1,1
1953,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+7,TCGA-GM-A3XL-DX1,2
1954,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+70,TCGA-GM-A3XL-DX1,1
1955,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+71,TCGA-GM-A3XL-DX1,5
1956,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+72,TCGA-GM-A3XL-DX1,7
1957,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+73,TCGA-GM-A3XL-DX1,3
1958,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+74,TCGA-GM-A3XL-DX1,1
1959,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+75,TCGA-GM-A3XL-DX1,1
1960,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+76,TCGA-GM-A3XL-DX1,1
1961,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+77,TCGA-GM-A3XL-DX1,1
1962,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+78,TCGA-GM-A3XL-DX1,1
1963,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+79,TCGA-GM-A3XL-DX1,3
1964,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+8,TCGA-GM-A3XL-DX1,1
1965,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+80,TCGA-GM-A3XL-DX1,1
1966,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+81,TCGA-GM-A3XL-DX1,1
1967,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+82,TCGA-GM-A3XL-DX1,1
1968,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+83,TCGA-GM-A3XL-DX1,1
1969,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+84,TCGA-GM-A3XL-DX1,1
1970,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+85,TCGA-GM-A3XL-DX1,1
1971,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+86,TCGA-GM-A3XL-DX1,1
1972,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+87,TCGA-GM-A3XL-DX1,4
1973,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+88,TCGA-GM-A3XL-DX1,1
1974,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+89,TCGA-GM-A3XL-DX1,1
1975,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+9,TCGA-GM-A3XL-DX1,2
1976,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+90,TCGA-GM-A3XL-DX1,1
1977,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+91,TCGA-GM-A3XL-DX1,1
1978,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+92,TCGA-GM-A3XL-DX1,1
1979,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+93,TCGA-GM-A3XL-DX1,1
1980,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+94,TCGA-GM-A3XL-DX1,1
1981,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+95,TCGA-GM-A3XL-DX1,1
1982,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+96,TCGA-GM-A3XL-DX1,1
1983,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+97,TCGA-GM-A3XL-DX1,1
1984,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+98,TCGA-GM-A3XL-DX1,1
1985,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+99,TCGA-GM-A3XL-DX1,3
1986,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+0,TCGA-HN-A2NL-DX1,4
1987,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+1,TCGA-HN-A2NL-DX1,5
1988,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+10,TCGA-HN-A2NL-DX1,2
1989,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+11,TCGA-HN-A2NL-DX1,7
1990,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+12,TCGA-HN-A2NL-DX1,7
1991,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+13,TCGA-HN-A2NL-DX1,6
1992,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+14,TCGA-HN-A2NL-DX1,3
1993,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+15,TCGA-HN-A2NL-DX1,4
