image_index,image_id,presence_c0,presence_c1,presence_c2,presence_c3
1779,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+127,1,1,0,0
1780,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+128,1,0,0,0
1781,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+129,1,0,0,0
1782,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+13,1,0,0,0
1783,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+130,1,0,0,0
1784,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+131,1,0,0,0
1785,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+132,1,0,0,0
1786,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+133,1,0,0,0
1787,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+134,1,0,0,0
1788,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+135,1,0,0,0
1789,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+136,1,0,0,0
1790,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+137,1,0,0,0
1791,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+138,1,1,0,0
1792,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+139,1,1,0,0
1793,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+14,1,0,0,0
1794,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+140,1,1,0,0
1795,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+141,1,0,0,0
1796,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+142,1,0,0,0
1797,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+143,1,0,0,0
1798,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+144,1,0,0,0
1799,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+145,1,0,0,0
1800,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+146,1,0,0,0
1801,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+147,1,0,0,0
1802,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+148,1,0,0,0
1803,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+149,1,0,0,0
1804,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+15,1,0,0,0
1805,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+150,1,0,0,0
1806,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+151,1,0,0,0
1807,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+152,1,1,0,0
1808,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+153,1,1,0,0
1809,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+154,1,0,0,0
1810,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+155,1,0,0,0
1811,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+156,1,1,0,0
1812,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+157,1,1,0,0
1813,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+158,1,0,0,0
1814,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+159,1,0,0,0
1815,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+16,1,0,0,0
1816,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+160,1,0,0,0
1817,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+161,1,0,0,0
1818,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+162,1,0,0,0
1819,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+163,1,0,0,0
1820,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+164,1,0,0,0
1821,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+165,1,1,0,0
1822,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+166,1,0,0,0
1823,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+167,1,0,0,0
1824,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+168,1,0,0,0
1825,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+169,1,1,0,0
1826,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+17,1,0,0,0
1827,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+170,1,1,0,0
1828,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+171,1,0,0,0
1829,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+172,1,0,0,0
1830,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+173,1,0,0,0
1831,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+174,1,0,0,0
1832,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+175,1,0,0,0
1833,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+176,1,0,0,0
1834,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+177,0,1,0,0
1835,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+178,1,1,0,0
1836,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+179,1,0,0,0
1837,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+18,0,0,0,1
1838,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+180,1,0,0,0
1839,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+181,1,0,0,0
1840,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+182,1,1,0,0
1841,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+183,1,0,0,0
1842,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+184,1,1,0,0
1843,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+185,1,0,0,0
1844,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+186,1,0,0,0
1845,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+187,1,0,0,0
1846,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+188,1,0,0,0
1847,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+189,1,0,0,0
1848,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+19,0,0,0,1
1849,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+190,1,0,0,0
1850,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+191,1,0,0,0
1851,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+192,1,0,0,0
1852,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+193,1,0,0,0
1853,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+194,1,0,0,0
1854,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+195,1,0,0,0
1855,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+196,1,0,0,0
1856,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+197,1,0,0,0
1857,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+198,1,0,0,0
1858,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+199,1,0,0,0
1859,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+2,0,0,0,1
1860,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+20,0,0,0,1
1861,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+200,1,0,0,0
1862,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+201,1,0,0,0
1863,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+202,1,1,0,0
1864,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+203,1,1,0,0
1865,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+204,1,1,0,0
1866,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+205,1,1,0,0
1867,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+206,1,1,0,0
1868,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+207,1,1,0,0
1869,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+208,1,1,0,0
1870,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+209,1,1,0,0
1871,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+21,0,0,0,1
1872,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+210,1,1,0,0
1873,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+211,1,0,0,0
1874,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+212,1,0,0,0
1875,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+213,1,0,0,0
1876,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+214,0,0,1,0
1877,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+215,0,1,0,0
1878,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+216,0,1,1,0
1879,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+217,0,1,0,0
1880,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+218,0,1,0,0
1881,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+219,0,1,0,0
1882,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+22,1,0,0,1
1883,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+220,0,1,0,0
1884,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+221,0,1,0,0
1885,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+222,0,1,0,0
1886,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+223,1,1,0,0
1887,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+224,0,1,0,0
1888,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+225,1,1,0,0
1889,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+226,0,0,1,0
1890,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+227,0,0,1,0
1891,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+228,0,1,1,0
1892,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+229,0,1,1,0
1893,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+23,1,0,0,0
1894,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+230,0,1,1,0
1895,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+231,0,1,1,0
1896,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+232,0,0,1,0
1897,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+233,0,1,1,0
1898,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+234,0,0,1,0
1899,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+235,0,0,1,0
1900,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+236,0,1,1,0
1901,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+237,0,0,1,0
1902,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+238,0,0,1,0
1903,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+24,1,0,0,0
1904,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+25,1,0,0,0
1905,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+26,0,1,0,0
1906,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+27,1,1,0,0
1907,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+28,1,1,0,0
1908,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+29,0,0,0,1
1909,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+3,0,0,0,1
1910,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+30,0,0,0,1
1911,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+31,0,0,0,1
1912,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+32,0,0,0,1
1913,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+33,1,0,0,1
1914,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+34,1,0,0,0
1915,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+35,1,0,0,0
1916,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+36,1,1,0,0
1917,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+37,1,1,0,0
1918,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+38,1,0,0,0
1919,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+39,0,0,0,1
1920,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+4,0,0,0,1
1921,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+40,0,0,0,1
1922,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+41,0,0,0,1
1923,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+42,0,0,0,1
1924,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+43,1,0,0,1
1925,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+44,1,0,0,0
1926,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+45,1,0,0,0
1927,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+46,1,1,0,0
1928,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+47,1,0,0,0
1929,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+48,1,0,0,0
1930,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+49,1,0,0,0
1931,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+5,0,0,0,1
1932,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+50,1,0,0,0
1933,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+51,1,0,0,1
1934,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+52,1,0,0,1
1935,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+53,0,0,0,1
1936,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+54,0,0,0,1
1937,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+55,1,0,0,1
1938,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+56,1,0,0,0
1939,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+57,1,0,0,0
1940,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+58,1,0,0,0
1941,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+59,1,0,0,0
1942,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+6,1,0,0,1
1943,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+60,1,1,0,0
1944,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+61,1,1,0,0
1945,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+62,1,0,0,0
1946,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+63,1,0,0,0
1947,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+64,1,0,0,0
1948,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+65,1,0,0,1
1949,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+66,0,0,0,1
1950,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+67,0,0,0,1
1951,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+68,1,0,0,0
1952,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+69,1,0,0,0
1953,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+7,1,1,0,0
1954,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+70,1,0,0,0
1955,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+71,0,0,0,1
1956,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+72,0,0,0,1
1957,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+73,1,1,0,0
1958,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+74,1,0,0,0
1959,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+75,1,0,0,0
1960,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+76,1,0,0,0
1961,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+77,1,0,0,0
1962,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+78,1,0,0,0
1963,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+79,1,0,0,1
1964,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+8,1,0,0,0
1965,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+80,1,0,0,0
1966,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+81,1,0,0,0
1967,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+82,1,0,0,0
1968,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+83,1,0,0,0
1969,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+84,1,0,0,0
1970,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+85,1,0,0,0
1971,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+86,1,0,0,0
1972,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+87,1,1,0,0
1973,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+88,1,0,0,0
1974,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+89,1,0,0,0
1975,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+9,0,0,0,1
1976,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+90,1,0,0,0
1977,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+91,1,0,0,0
1978,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+92,1,0,0,0
1979,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+93,1,0,0,0
1980,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+94,1,0,0,0
1981,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+95,1,0,0,0
1982,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+96,1,0,0,0
1983,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+97,1,0,0,0
1984,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+98,1,0,0,0
1985,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+99,0,1,0,0
1986,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+0,0,1,1,0
1987,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+1,0,1,1,0
1988,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+10,0,1,0,0
1989,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+11,1,1,0,0
1990,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+12,0,1,1,0
1991,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+13,0,1,1,0
1992,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+14,0,0,0,1
1993,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+15,0,0,0,1
1994,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+16,0,1,0,0
1995,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+17,0,1,0,1
1996,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+18,0,1,0,0
1997,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+19,1,1,0,0
1998,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+2,0,1,1,0
1999,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+20,0,1,0,0
2000,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+21,0,1,1,0
2001,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+22,0,0,0,1
2002,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+23,0,0,0,1
2003,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+24,0,1,0,0
2004,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+25,0,1,0,0
2005,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+26,1,1,0,0
2006,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+27,1,1,0,1
2007,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+28,1,0,0,0
2008,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+29,0,0,1,0
2009,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+3,0,0,1,0
2010,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+30,0,0,1,0
2011,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+31,0,0,0,1
2012,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+32,1,1,0,0
2013,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+33,1,0,0,0
2014,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+34,1,1,0,0
2015,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+35,1,0,0,0
2016,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+36,1,0,0,0
2017,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+37,1,0,0,0
2018,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+38,0,0,0,1
2019,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+39,0,0,0,1
2020,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+4,0,0,1,0
2021,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+40,1,1,0,0
2022,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+41,1,0,0,0
2023,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+42,1,1,0,0
2024,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+43,1,1,0,0
2025,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+44,1,0,0,0
2026,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+45,1,0,0,0
2027,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+46,1,0,0,0
2028,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+47,1,0,0,0
2029,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+5,0,0,0,1
2030,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+6,0,0,0,1
2031,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+7,0,0,1,0
2032,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+8,0,1,0,0
2033,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+9,0,1,0,0
2034,TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+0,1,1,0,0
2035,TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+1,1,0,0,0
2036,TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+10,1,0,0,0
2037,TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+11,1,0,0,0
2038,TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+12,1,1,0,0
2039,TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+13,1,1,0,0
2040,TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+14,1,1,0,0
2041,TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+15,0,1,0,0
2042,TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+16,1,1,0,0
2043,TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+17,1,0,0,0
2044,TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+18,1,0,0,0
2045,TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+19,1,0,0,0
2046,TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+2,1,1,0,0
2047,TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+20,1,0,0,0
2048,TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+21,1,1,0,0
2049,TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+22,1,1,0,0
2050,TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+23,1,1,0,0
2051,TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+24,1,1,0,0
2052,TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+25,1,1,0,0
